# 1991
IMDb ID	Title	Year	Language(s)
tt0642235	Buck the Stud	1991	English
tt0697757	The Pony Remark	1991	English
tt0101917	Freddy's Dead: The Final Nightmare	1991	English
tt0642430	Weenie Tot Lovers & Other Strangers	1991	English
tt0102798	Robin Hood: Prince of Thieves	1991	English, Arabic
tt0101921	Fried Green Tomatoes	1991	English
tt0697766	The Revenge	1991	English
tt0098765	The Case-Book of Sherlock Holmes	1991–1993	English
tt0662401	The Big Kiss	1991	English
tt0584130	Double Trouble	1991	N/A
tt0642233	Buck Has a Belly Ache	1991	English
tt0103629	Age Isn't Everything	1991	English
tt0584139	Girls Just Wanna Have Fun	1991	English
tt0651847	Mr. Bean Goes to Town	1991	English
tt0775995	Fuller House	1991	N/A
tt0101540	Cape Fear	1991	English
tt0697751	The Phone Message	1991	English
tt0642436	You Better Shop Around: Part 2	1991	N/A
tt0122686	Robin Hood: The Movie	1991	English
tt0662382	Oy, Wilderness	1991	English
tt0294433	Cats: Caressing the Tiger	1991	English
tt0642315	Kids! Wadaya Gonna Do?	1991	English
tt0584224	The King and I	1991	N/A
tt0662347	Goodbye to All That	1991	English
tt0768556	I Married Marge	1991	English
tt0701191	Oh Brother, Where Art Thou?	1991	English
tt0101698	Defending Your Life	1991	English, Japanese
tt0099558	Armour of God 2: Operation Condor	1991	Cantonese
tt0642341	Oldies But Young 'Uns	1991	English
tt0697648	The Alternate Side	1991	English
tt0760993	A-Hunting We Will Go	1991	N/A
tt0701153	Like Father, Like Clown	1991	English, Hebrew
tt0776001	The Hole-in-the-Wall Gang	1991	N/A
tt0662346	Get Real	1991	English
tt0102070	Hudson Hawk	1991	English, Italian
tt0776065	Happy Birthday, Babies: Part 1	1991	English
tt0734815	Episode #2.22	1991	English
tt0582976	Guess Who's Coming to Marry?	1991	English
tt0697682	The Deal	1991	English
tt0734841	Episode #2.19	1991	English
tt0101004	Zandalee	1991	English
tt0701164	Lisa's Substitute	1991	English
tt0582996	It Had to Be You	1991	English
tt0697801	The Truth	1991	English
tt0701183	Mr. Lisa Goes to Washington	1991	English
tt0583049	The Lucky Charm	1991	English
tt0642365	Route 666: Part 1	1991	English
tt0582954	Cased Up	1991	English
tt0776076	Working Girl	1991	English
tt0734839	Episode #2.20	1991	English
tt0642309	Kelly Does Hollywood: Part 1	1991	English
tt0579967	Tina, Is That You?	1991	N/A
tt0584238	The Wedding: Part 2	1991	English
tt0629400	Renunciation	1991	English
tt0642300	If Al Had a Hammer	1991	English
tt0102603	Oscar	1991	English, Italian
tt0584209	Take My Sister, Please	1991	N/A
tt0579956	Done with Mirrors	1991	English
tt0579969	The Trickster	1991	English
tt0584236	The Volunteer	1991	English
tt0584093	A Fish Called Martin	1991	English
tt0101640	Raise the Red Lantern	1991	Mandarin
tt0697652	The Baby Shower	1991	English
tt0582955	Christmas Show	1991	English
tt0642397	The Godfather	1991	English
tt0582999	Just Infatuation	1991	English
tt0583041	The Big Four-Oh	1991	English
tt0102803	The Rocketeer	1991	English, German
tt0583046	The Ethnic Tip	1991	English
tt0697664	The Busboy	1991	English
tt0583079	Young and the Restless	1991	English
tt0582963	Did the Earth Move for You?	1991	English
tt0759267	Treehouse of Horror II	1991	English
tt0583012	Nice Lady	1991	N/A
tt0584237	The Wedding: Part 1	1991	English
tt0579968	Trial of the Trickster	1991	English
tt0101410	Barton Fink	1991	English
tt0101428	La belle noiseuse	1991	French, English
tt0662396	Spring Break	1991	English
tt0642301	If I Could See Me Now	1991	English
tt0102266	The Last Boy Scout	1991	English
tt0159567	Mobile Suit Gundam 0083: Stardust Memory	1991–	Japanese
tt0579966	The Deadly Nightshade	1991	English
tt0776070	Oh Where, Oh Where Has My Little Girl Gone?	1991	N/A
tt0583023	She Ain't Heavy	1991	English
tt0807691	Married... with Who	1991	English
tt0102587	Only Yesterday	1991	Japanese, Hungarian
tt0101761	The Doors	1991	English
tt0697787	The Statue	1991	English
tt0684160	Justice	1991	English
tt0697789	The Stranded	1991	English
tt0584148	Happy Birthday, Babies: Part 2	1991	English
tt0522745	B.Y.O.B.	1991	English
tt0102511	Naked Lunch	1991	English, Arabic
tt0102175	Jungle Fever	1991	English
tt0101507	Boyz n the Hood	1991	English
tt0767440	Blood Feud	1991	English
tt0701060	Bart the Murderer	1991	English
tt0102782	Return to the Blue Lagoon	1991	English
tt0103030	High Heels	1991	Spanish
tt0102915	Showdown in Little Tokyo	1991	English, Japanese
tt0697721	The Library	1991	English
tt0102526	New Jack City	1991	English
tt0101357	Antarctica	1991	English
tt0103064	Terminator 2	1991	English, Spanish
tt0102713	The Prince of Tides	1991	English
tt0102984	Stone Cold	1991	English
tt0642219	All-Nite Security Dude	1991	English
tt0102510	The Naked Gun 2½: The Smell of Fear	1991	English
tt0101587	City Slickers	1991	English
tt0684149	Camille	1991	English
tt0701077	Brush with Greatness	1991	English
tt0102768	Regarding Henry	1991	English
tt0708751	Night Terrors	1991	English
tt0584157	Joey Goes Hollywood	1991	English, Japanese
tt0697765	The Red Dot	1991	English
tt0101545	Career Opportunities	1991	English
tt0766140	The War of the Simpsons	1991	English
tt0103074	Thelma & Louise	1991	English
tt0101175	Reasonable Doubts	1991–1993	English, American Sign Language
tt0642207	A Man's Castle	1991	N/A
tt0102536	Night on Earth	1991	English, French, Finnish, Italian, German
tt0584104	Bachelor of the Month	1991	English
tt0708702	Devil's Due	1991	English
tt0697709	The Heart Attack	1991	English
tt0103241	What About Bob?	1991	English
tt0101516	Bugsy	1991	English
tt0662403	The Body in Question	1991	English
tt0584132	Easy Rider	1991	English
tt0662404	The Bumpy Road to Love	1991	English
tt0102138	JFK	1991	English, Spanish
tt0101923	La frontera	1991	Spanish
tt0701275	Three Men and a Comic Book	1991	English
tt0697797	The Tape	1991	English
tt0101912	Frankie and Johnny	1991	English
tt0584194	Rock the Cradle	1991	N/A
tt0642435	You Better Shop Around: Part 1	1991	N/A
tt0102303	Life Stinks	1991	English, Spanish
tt0102555	Not Without My Daughter	1991	English, Persian, Assyrian Neo-Aramaic
tt0103285	Once Upon a Time in China	1991	Cantonese, English, French
tt0701217	Stark Raving Dad	1991	English
