LEMMA, FREQUENCY, RANGE, UDP
קצב, 11516, 7333, 0.6008322888808557
גל, 12014, 7603, 0.60078854777458
הבוס, 12503, 7564, 0.6007613491946617
בזבז, 9189, 7436, 0.6007037148572192
הגניב, 11955, 7849, 0.6006347288966652
זהב, 16554, 7341, 0.6005397836873351
תשלום, 10710, 7289, 0.6005089581451553
הוראה, 11230, 7478, 0.6004609856854592
זוז, 13482, 7380, 0.6004225827270977
ביקור, 9857, 7385, 0.6002605068277673
משפחתי, 10788, 7707, 0.6001820146361636
אישור, 12590, 7328, 0.6001352704133058
חמדה, 9650, 7388, 0.6000654771755807
הביט, 10883, 7236, 0.6000354972439057
מכיוון, 14126, 7401, 0.5998508730155914
פתר, 10209, 7482, 0.5998389615257378
מאיתנו, 9282, 7553, 0.5997041099659982
מסלול, 13694, 7400, 0.5996366928066166
חשבת, 8854, 7460, 0.5996136383714703
עליון, 10549, 7177, 0.5995429989377344
אומץ, 10145, 7200, 0.5994033205365006
מעלה, 11878, 7253, 0.5991833706322227
הבדל, 8997, 7050, 0.599179589304276
רפואי, 13044, 7660, 0.5991282143595809
כחול, 12574, 7245, 0.5991208722185267
חייל, 22320, 7859, 0.5990857233120005
סקס, 17701, 7981, 0.5987065918864878
בנק, 19950, 7262, 0.5986009054352803
התרחש, 10468, 7292, 0.5985356409949394
עשרים, 11726, 7112, 0.5985164609345698
הפיל, 9969, 7272, 0.5983500449352528
שק, 13008, 7458, 0.5983030308769542
חום, 11831, 7375, 0.5981749496443224
סכין, 14192, 7486, 0.5979575590721175
טיסה, 15928, 7279, 0.5979127923446224
מחלה, 14521, 7442, 0.5978433118347015
משותף, 9603, 7389, 0.5976869534212021
נצא, 9304, 7287, 0.5975942428869252
ניתוח, 23561, 7930, 0.5975787506161792
רמז, 10777, 7339, 0.5974671213014439
ביטל, 10244, 7351, 0.5972121611961065
מסיבה, 13184, 7388, 0.5970221409590075
קריירה, 10047, 6884, 0.5970118833355726
מך, 9080, 7102, 0.5969450932017907
שמן, 12037, 7144, 0.5968654834462619
מעצר, 12908, 7312, 0.5968156427446751
תעשי, 9826, 7463, 0.5968042732297179
כנס, 10600, 7096, 0.5966210352598308
עצם, 11503, 7174, 0.5965998447684919
לאל, 9289, 7334, 0.5963893055083231
נתה, 8788, 7198, 0.5963197998920188
שאעשה, 8816, 7276, 0.5963153339397946
נשמה, 12470, 7269, 0.5962095489844915
חזה, 11043, 7140, 0.5962043441096396
אדבר, 8632, 7056, 0.5959417186918955
שמ, 8249, 6978, 0.5958912823097116
תחום, 9316, 6898, 0.5957977514277661
אטפל, 9246, 7349, 0.5957719878572264
העיף, 9009, 6852, 0.5956569828396584
זמני, 8857, 7079, 0.5955335295613755
קיץ, 12984, 6942, 0.595413177697481
נוראי, 10338, 7592, 0.595315934131202
אויב, 13221, 7390, 0.5952499573316701
רד, 13604, 6967, 0.5951631625521001
שתוק, 11203, 6955, 0.5951255831336605
מש, 9488, 7168, 0.5950722165436043
טווח, 10463, 7111, 0.5950337800299503
מודאג, 8693, 6889, 0.5950287615133745
עף, 10588, 7017, 0.5949542627825364
תיאר, 8665, 6788, 0.5949289659740302
תזוז, 10481, 7034, 0.5944778493053889
חשף, 10069, 7137, 0.5944018552342365
מכם, 8788, 7018, 0.5943349903798587
טס, 13699, 6852, 0.5943309938802074
קבר, 11525, 7105, 0.5942023695028636
חשד, 9537, 7042, 0.5941962353380231
השפעה, 9717, 6957, 0.5941786596162153
מתאים, 8534, 6845, 0.594120271526621
ח, 9161, 6872, 0.5940857002639083
חלש, 9795, 7136, 0.5940714381738009
שיטה, 10489, 6910, 0.5940409930609979
קרן, 13353, 6985, 0.5939782119032404
תפתח, 10685, 6924, 0.5937472529588204
חווה, 10125, 7032, 0.5935760419261138
צר, 9781, 6951, 0.5935139532248757
חופשה, 11232, 6740, 0.5934728487499603
תתן, 9084, 6964, 0.5934437843336211
דלק, 13064, 7062, 0.5932742812311427
דוגמה, 8771, 6744, 0.593171157504803
וקחים, 8396, 6813, 0.5931010552053242
הפתיע, 8303, 6877, 0.5930832096883283
לכה, 9536, 6808, 0.5930579250671423
הכריח, 8969, 7100, 0.593009649336099
אהוב, 9731, 6863, 0.5930041190708815
דמות, 10525, 6881, 0.5930034479449873
בילה, 8451, 6956, 0.5929667200562818
אה, 157635, 22759, 0.5928993923853354
התקבל, 9595, 6816, 0.5928220391519126
נסיעה, 9192, 6757, 0.5927740710049473
בריא, 9353, 6929, 0.5927653787407624
בקשה, 9341, 6702, 0.5927647706459168
באמצעות, 10050, 6984, 0.5927457522529739
עוצר, 8872, 6749, 0.5926579048430353
אנא, 11803, 6878, 0.5926429729428658
יכולתי, 8264, 6747, 0.592626061321898
הפסקה, 9511, 6903, 0.5925942258180277
עמוד, 9777, 6626, 0.5924601962111075
נחשב, 8435, 6614, 0.5924112593594666
מיטב, 8554, 6781, 0.5922178105174063
שומע, 9739, 6865, 0.5919973040118416
תשע, 10494, 6612, 0.5919053797454091
ממשלה, 16584, 6709, 0.5918000747649694
לעתים, 8628, 6532, 0.591779804368964
אסיר, 12872, 6890, 0.5917569713652092
הגע, 8007, 6751, 0.5916277981421536
שאמרתי, 7890, 6689, 0.5915654027200695
התכונן, 8420, 6646, 0.5915627027626764
איי, 22486, 7139, 0.5914904486119672
חג, 29986, 7682, 0.5914688131026133
במ, 9545, 6674, 0.5914433603264491
החרא, 12998, 6475, 0.5914284068015745
עצבני, 8996, 6698, 0.5914082709666163
עוף, 11006, 6654, 0.5913448477726142
מדבר, 9854, 6712, 0.5913148547285634
קבל, 13513, 6785, 0.5912346276263902
הצביע, 12555, 6562, 0.5911307231866731
סגנון, 9129, 6509, 0.5911058131501903
נעצר, 9027, 6644, 0.5911001384299261
התעלם, 8557, 6735, 0.5910990484467997
בעיקר, 8193, 6695, 0.5910641820142215
שתעשה, 8014, 6763, 0.5909997148864625
שלושת, 8997, 6581, 0.5908765210382907
אמש, 11728, 7005, 0.5908165889353929
דעת, 8568, 6702, 0.5906864606919493
הן, 9793, 6755, 0.5906846337203304
נזוז, 12042, 6905, 0.5906648295125008
קשוח, 9341, 6648, 0.590622726436307
הסתבר, 9583, 7230, 0.5905864559225047
חשוד, 14277, 6911, 0.5904278203815956
גג, 10485, 6622, 0.5903721202850032
שמאל, 9745, 6366, 0.5903004120941385
סמל, 18536, 6868, 0.5902384120453171
דג, 14406, 6691, 0.5901631219191086
החך, 7923, 6495, 0.5901202421243953
הלם, 9056, 6603, 0.5900890289471072
לשום, 7876, 6728, 0.5900081383132837
הבא, 7979, 6731, 0.5899496470121308
מחקר, 13132, 6819, 0.5899149753804064
דחה, 8540, 6615, 0.5898643034990928
עצום, 9280, 6408, 0.5897826394912618
אוזן, 9598, 6565, 0.589761285730525
קהל, 10662, 6314, 0.5897442454389523
הגעה, 8191, 6650, 0.5897355766038448
נפש, 9134, 6493, 0.5896932485601757
קומה, 11636, 6614, 0.5896250196180819
פארק, 14386, 6859, 0.5895994306349543
חגג, 8902, 6609, 0.5894996779531019
שישי, 10665, 6420, 0.589368535701013
התנהגות, 8845, 6511, 0.5891925058395555
טיפשי, 9040, 6706, 0.5891462970557897
רדף, 8757, 6783, 0.5891459273487396
קריאה, 9294, 6620, 0.5890987613170386
הופעה, 12362, 6517, 0.5890892913246546
מעולה, 9186, 6758, 0.5890533725429883
לאורך, 8437, 6280, 0.5889757544856362
לבין, 8174, 6623, 0.588975171226773
אצלך, 8181, 6512, 0.5889651708358985
תמך, 9007, 6466, 0.5888242721181338
שימש, 8671, 6533, 0.5887528820830431
מתח, 8375, 6422, 0.5884961128095916
חוזה, 12034, 6286, 0.5884683166024389
לצד, 8388, 6457, 0.5884582969634783
לאומי, 11291, 6283, 0.5884121626717385
תי, 9487, 6690, 0.5883970360617645
שקל, 7983, 6444, 0.5883296639870099
אזרח, 10665, 6340, 0.5882847061957308
בידי, 10270, 6679, 0.5882755036784669
פנוי, 9245, 6661, 0.5882617676605281
תקשורת, 10919, 6428, 0.5881621419848928
יף, 7940, 6206, 0.5879376665085699
נשלח, 8385, 6528, 0.5878985756397337
התחמק, 8406, 6566, 0.5878229424444947
מדברה, 8484, 6729, 0.5875358374387547
השתגע, 8029, 6306, 0.5872439863701402
ביצה, 10473, 6482, 0.5872424918621353
יבש, 9142, 6565, 0.5872402838610751
עזוב, 9697, 6332, 0.5871809065227258
אחריי, 8747, 6587, 0.587162642887036
תקשיבי, 9223, 6663, 0.5870590693938019
יציאה, 9259, 6516, 0.5870531955105287
רקד, 12043, 6138, 0.5870306024627547
הרשים, 7892, 6426, 0.586966399520843
אחותי, 10328, 6686, 0.586941358604514
היתן, 7982, 6373, 0.5867881419560494
רגוע, 8510, 6189, 0.5866908297169163
מובן, 8164, 6387, 0.5866379897839438
רווח, 8704, 6207, 0.586582918493531
אצלי, 8018, 6297, 0.5865455810353888
מזון, 12680, 6648, 0.5865063135938584
פעיל, 9105, 6502, 0.5864223746874175
רגעי, 9626, 6587, 0.5863365483896654
משהה, 7286, 6362, 0.586278577737775
חלם, 9273, 6327, 0.58619570239807
אמרה, 7530, 6319, 0.586179376766796
נפתח, 8012, 6293, 0.5860874496987319
אבד, 8052, 6343, 0.5859177935595502
סיום, 9601, 6221, 0.5858629501650788
קבוע, 7797, 6210, 0.5855985709236775
השיער, 9654, 6498, 0.5855249874969647
מצלמה, 12918, 6383, 0.5855076986987033
מיקום, 10647, 6647, 0.5853882249670019
משקל, 9753, 6178, 0.5853537205000974
שנית, 7753, 6231, 0.5853029662851199
קרקע, 10083, 6252, 0.5852190055770248
פספס, 7941, 6401, 0.5852094619338132
תפר, 8809, 6344, 0.5850506991801807
ראשון, 8509, 5928, 0.5849137379977615
מוזיקה, 13433, 5991, 0.5848952711501572
העניק, 8939, 6340, 0.5847943868129495
כפול, 8074, 6172, 0.5846574506955055
סירב, 7886, 6178, 0.5845800028221189
המתין, 8550, 6156, 0.5845355414385203
בעלך, 10510, 6422, 0.5844790553872092
פיטר, 24727, 6788, 0.5844319590275673
משרה, 9697, 6085, 0.584262710167088
נסה, 8459, 6218, 0.584249341242211
ענקי, 8450, 6325, 0.5842389992667191
הכרה, 8612, 6312, 0.58420590493077
כיס, 8469, 6097, 0.5841307656608524
אוטובוס, 13911, 6220, 0.5840361166342165
קום, 10437, 5937, 0.5839669720215693
השתתף, 8472, 6117, 0.5837607456737557
הגיב, 7962, 6136, 0.5837557511350677
מנצח, 9722, 6021, 0.5837152990852417
זין, 17882, 6072, 0.5836763356630474
בתחה, 8490, 5909, 0.5836088940538804
נמנע, 7600, 6169, 0.5835395553811609
הבחין, 7742, 6114, 0.5834878255910976
קץ, 6998, 5961, 0.5834505993065852
קדוש, 11606, 6135, 0.5834406428709654
צילם, 10503, 6109, 0.5832987968923085
דפוק, 9936, 5967, 0.5832947708358424
אשים, 7345, 6242, 0.5832893962692804
בעד, 8502, 6242, 0.5832851786325057
מקצועי, 7933, 5987, 0.5832510133467099
חור, 9216, 6065, 0.5831819314827331
אהרג, 9222, 6390, 0.5831739718644624
נאלץ, 7397, 6065, 0.5831245256614423
מסמך, 11151, 6010, 0.5829965106635748
נע, 7654, 5885, 0.5829867176922144
אות, 8657, 6118, 0.5827735875744213
תהליך, 8796, 6115, 0.5827546156228747
שכונה, 10284, 6030, 0.5825323290808877
התחנן, 8065, 6142, 0.5824308100445796
הסכם, 10432, 6130, 0.5824286856078711
צער, 7510, 6092, 0.5824004130011806
שאמרה, 6973, 6119, 0.5823546740759737
המציא, 7609, 5943, 0.5822768122564131
חוש, 8006, 6073, 0.5821513880132192
תואר, 8178, 5711, 0.5821359329044993
ארגן, 7524, 5917, 0.5819953424952178
סך, 8191, 5978, 0.5819852695754589
מומחה, 8307, 5777, 0.5819848612661216
גבירותיי, 9309, 5723, 0.5819555559121412
מעבדה, 13616, 6544, 0.5819116318866504
עתה, 9208, 6011, 0.581840849580094
יין, 10468, 6156, 0.5818158112667295
ציין, 7483, 5942, 0.5817811847288281
חיובי, 8040, 6099, 0.5817324370198662
וסונכרן, 13967, 7477, 0.5815365229112447
דואר, 10917, 6011, 0.5815189693168411
עשיתי, 7188, 6023, 0.5814811782543514
צילום, 10328, 5971, 0.5814683609068694
לימודים, 9092, 5870, 0.5814590653893281
שאבא, 8484, 6246, 0.5814417713364799
אינך, 15253, 6351, 0.581383577403529
כועס, 7905, 6145, 0.5813740780392351
תנהג, 7180, 5917, 0.5810680063571195
פי, 10021, 5846, 0.5809844874719141
צרה, 7053, 5777, 0.5808227548140981
מוחלט, 7037, 5703, 0.5808194435374807
טקס, 11138, 6093, 0.5808049834534121
טבע, 8990, 5934, 0.5807866410739775
מכשיר, 10969, 6241, 0.5807863677418705
חסך, 7212, 5926, 0.5807564626357651
נשיא, 29341, 6364, 0.5807028851099261
ציבור, 8538, 5641, 0.5804379839647997
מפקד, 32789, 6732, 0.5804320673476162
עסקי, 8104, 5759, 0.5804115189511585
שרצה, 6695, 5850, 0.5802964453494779
האבא, 12714, 6049, 0.5800747520753937
לבסוף, 7484, 5722, 0.5800124030710194
מסכן, 7582, 5867, 0.5800038723915135
תעופה, 11118, 5804, 0.5800002144701135
באתי, 7244, 6006, 0.579811333564968
מגרש, 10596, 5907, 0.5797764799267138
זרם, 8826, 5850, 0.5797659665157785
סודי, 8392, 6015, 0.5797517705334112
נתקל, 7104, 5875, 0.5797178904788101
העיר, 7374, 5807, 0.579674567586015
דרגה, 8074, 5672, 0.5795630088258797
דבק, 8392, 5914, 0.5795583774793944
אישר, 7474, 5723, 0.5795055059559082
שמעתי, 6879, 5963, 0.5794463150949578
צפייה, 7604, 6763, 0.5793967981404824
פקודה, 12087, 6132, 0.5793817175923137
תחילה, 7230, 5584, 0.5793569126614038
שבת, 9364, 5708, 0.5793236616075712
כשזה, 6772, 5895, 0.5793199685214666
הקרא, 6811, 5501, 0.5792346367973475
גיהינום, 9570, 6086, 0.5792144006595483
סגן, 17523, 5969, 0.5791958123051681
אימון, 9931, 5861, 0.5791656886763566
התברר, 7660, 5950, 0.5791425404192317
סופי, 10737, 5766, 0.579121651924732
שיא, 10580, 5659, 0.5788447466815618
נח, 7876, 5942, 0.5788408200156883
ננס, 8348, 5908, 0.5788382919890809
הנחה, 7276, 5770, 0.5788374951605255
הכנס, 8921, 5874, 0.5787802904704702
אנס, 8473, 5759, 0.5787627437267564
ימין, 9496, 5576, 0.5787371123181964
תיכנס, 8269, 5752, 0.5787278461940315
סוס, 11739, 5818, 0.5786780485585508
נרצח, 10585, 6032, 0.5786355159013441
התנגד, 8982, 5641, 0.5785896271795752
פעילות, 7769, 5752, 0.578581842374911
מאמץ, 6962, 5551, 0.5785783293993305
רכבת, 10850, 5673, 0.5784316926673878
מטומטם, 8329, 5559, 0.5782647014414989
השינה, 7922, 5854, 0.5782578126163617
פוני, 7930, 5689, 0.5782338287089157
נשימה, 8887, 5843, 0.5781605066762403
כמות, 7293, 5670, 0.5781040255109318
בשבילו, 6718, 5612, 0.5780401365334256
צו, 10547, 5720, 0.5780097281148997
מציאות, 8207, 5565, 0.5779540136440336
הגופה, 10712, 6103, 0.5778609072671836
הדליק, 7611, 5733, 0.5778443531062434
חזיר, 9891, 5766, 0.5778338064798842
פנימי, 7721, 5759, 0.5778103659650167
הכנה, 7132, 5802, 0.5777853366979085
זירה, 11464, 5890, 0.5777338895987921
החלט, 6765, 5727, 0.5776957940100569
הנח, 7607, 5863, 0.5776221613242825
ארוח, 6976, 5681, 0.5776170274058006
חילק, 6650, 5770, 0.5775783350245991
גשם, 9897, 5535, 0.5774630605260147
הסיר, 7601, 5781, 0.5774255192473923
אולם, 9411, 5446, 0.5773489456928196
תמצא, 6966, 5782, 0.5773294249682688
הביע, 6933, 5665, 0.577280855277289
המיל, 7304, 5625, 0.5771595176965882
סיכן, 7115, 5855, 0.5771325380069551
שוחח, 8265, 5597, 0.5770324108721729
מחנה, 15166, 5866, 0.5769629484186463
איף, 6807, 5630, 0.5769107786630878
עונש, 8225, 5668, 0.5769104426260474
פרח, 9059, 5610, 0.5768777021149583
תיחזור, 7102, 5617, 0.5768031683615868
דיבור, 6941, 5491, 0.5767931062432303
מושב, 7941, 5529, 0.5767904466819358
בריאות, 8267, 5505, 0.5767214284374645
מזרח, 8836, 5478, 0.5766344688257076
נכשל, 7895, 5800, 0.5764566963389828
יתרון, 7941, 5724, 0.5763792043541716
חוף, 8789, 5554, 0.5763680549123859
מקסים, 7533, 5495, 0.5762735660627878
תחשב, 6913, 5710, 0.5761435708511866
אנרגיה, 11593, 5890, 0.5761280320365182
שניה, 8496, 5578, 0.5760946825780877
השתחרר, 7538, 5645, 0.5760907231132304
נטש, 7970, 5883, 0.576008069363913
הל, 8649, 5509, 0.5758853523993792
מותר, 6969, 5443, 0.5757875239928427
מזג, 8088, 5401, 0.5757124940359007
אקבל, 6454, 5531, 0.5756859289024155
הודאג, 6856, 5594, 0.5756779268160775
רבותיי, 9185, 5281, 0.5755984507752735
קור, 7361, 5564, 0.5755438405460287
קן, 8837, 5619, 0.5755119638301127
טום, 21246, 5829, 0.5755050028849391
פגיעה, 8037, 5618, 0.5754752976639619
שהיה, 6350, 5608, 0.5754406140187693
שוכב, 7112, 5573, 0.5753395892484271
הצלה, 8080, 5900, 0.5752866995386176
הרחיק, 6882, 5620, 0.5752535070967751
בתיק, 8281, 5497, 0.5752432402239084
חברתי, 7372, 5478, 0.57517885843992
שד, 13425, 5812, 0.5751413707783308
מוטב, 9413, 5648, 0.5751154293211689
חלל, 15357, 5949, 0.5750509254963292
הכר, 6837, 5532, 0.575036565291146
אחיך, 9754, 5839, 0.5749784209519161
הבן, 6376, 5345, 0.5749560891548715
ניצחון, 9199, 5418, 0.5749365512625748
נמשיך, 6537, 5502, 0.5749082633918828
ותיק, 7010, 5394, 0.5748889113542706
שתלך, 6428, 5508, 0.5748877411427833
שיתף, 6989, 5546, 0.5748776491372507
הצגה, 7776, 5273, 0.5748546112023342
הטיל, 8283, 5451, 0.5748276174512728
השתלט, 7431, 5606, 0.5748015398945003
מצד, 6691, 5324, 0.5747967160606513
חתונה, 16871, 5747, 0.5747923479763014
אלפי, 7738, 5353, 0.5747271577436813
רדיו, 10373, 5318, 0.5744739435456983
תחזר, 7175, 5561, 0.5744133971489394
לשון, 7455, 5445, 0.5744040236394578
שראה, 6461, 5525, 0.574397646814058
ביטוח, 9898, 5388, 0.5743310777510386
אימא, 33000, 6297, 0.5742092484152277
שארית, 6710, 5538, 0.5741231459894143
הוצאה, 7275, 5279, 0.5741219699766349
חשמל, 10974, 5684, 0.574114431086346
ההרוג, 8200, 5769, 0.5741003077327649
שתה, 6891, 5361, 0.5739999465490315
אשה, 6875, 5414, 0.5739627598668996
ספורט, 9050, 5418, 0.5738515711526222
נאמן, 7373, 5345, 0.5738199549088627
מערב, 8454, 5345, 0.5736369737592789
מראש, 6419, 5218, 0.5735582382888469
תיזהר, 7216, 5248, 0.5734331716919641
זול, 6925, 5286, 0.5734211970458476
דווקא, 6866, 5320, 0.573249007275111
מולד, 17910, 5476, 0.5732348196385704
למדי, 7499, 5442, 0.5732184477334847
שולח, 6339, 5265, 0.5732031043154453
אפס, 8515, 5244, 0.5731959473563997
מגוחך, 6469, 5301, 0.5731894114683171
פוצץ, 7971, 5396, 0.573125155384201
אשתך, 7904, 5435, 0.573106107799314
שנ, 6169, 5280, 0.5730049718471706
אושר, 7597, 5238, 0.5729258978243887
אוניברסיטה, 9157, 5065, 0.572821684312717
הרגיע, 6582, 5371, 0.5726552607895582
פלא, 6545, 5323, 0.5726040815131499
שתגיד, 6181, 5254, 0.5726036084092405
בירר, 6691, 5409, 0.5725668561373933
גז, 9518, 5252, 0.5725105570898633
במה, 9195, 5074, 0.5723714298504988
מדרגה, 7529, 5223, 0.572371399968026
אכזרי, 6690, 5331, 0.5723604732625682
אמונה, 8835, 5303, 0.5723453097954905
סבתא, 13546, 5492, 0.5723450909483803
הב, 8101, 5350, 0.5723329125765982
הדהים, 6500, 5242, 0.5723163406186103
קפטן, 29440, 6009, 0.5722917769163838
ציבורי, 7019, 5108, 0.5722673427375983
שיכולתי, 6195, 5409, 0.5721981251866988
מחוז, 9641, 5236, 0.5721057064340269
חלב, 9247, 5395, 0.5720796091567767
ירייה, 8937, 5226, 0.5720652453876183
שתרצה, 6181, 5322, 0.5719908160669515
גורל, 9050, 5508, 0.5719007329616683
אמצעי, 6694, 5257, 0.5718425816873327
תסלח, 7144, 5329, 0.5718232463175821
שבי, 6725, 5234, 0.5718181882803475
תלמיד, 10748, 5355, 0.5717966255379753
נמלט, 8568, 5642, 0.5717886387783502
שנתי, 6225, 5186, 0.5717225820965874
צופה, 6934, 5232, 0.5716527577055877
נשם, 7187, 5242, 0.5716383466903112
שבעת, 7278, 5439, 0.5716162311668755
נורה, 10361, 5309, 0.5715916885878101
נהר, 11025, 5292, 0.5715842805044782
טירוף, 6927, 5356, 0.5715791970629073
מקורי, 7031, 5252, 0.5714960055154641
טרי, 11076, 5312, 0.5714096269908044
למשל, 6476, 5057, 0.5714041328301284
מופע, 11512, 5382, 0.5713394550354454
אחריך, 6447, 5260, 0.5713380834198241
תמורה, 6793, 5384, 0.5712338723341236
פושע, 8019, 5131, 0.5712321713728072
שהיית, 6115, 5258, 0.5712101265519672
מנהיג, 9603, 5348, 0.5711234811738644
ט, 12268, 5342, 0.5711153225089998
מסובך, 6542, 5264, 0.5710062901511095
קצין, 11586, 5078, 0.5708812127726128
מנוחה, 6687, 5245, 0.5708765767888869
הדאג, 5840, 4997, 0.57084425267974
תבין, 6347, 5130, 0.570827496211992
פרש, 7263, 5033, 0.5708130783253509
חבילה, 8369, 5214, 0.5707430524405546
רגיש, 6392, 5216, 0.5706278888553515
גזר, 7218, 5251, 0.5706146145520627
ד, 14318, 5300, 0.5705253981706081
כושר, 7768, 5159, 0.5705232366181183
האשמה, 6898, 5051, 0.5702939245965964
שנשאר, 6091, 5293, 0.5702586210773077
סכום, 7094, 4885, 0.5702523998813076
תמיכה, 7262, 5169, 0.570238176775603
הם, 9661, 5046, 0.5700986683129518
נורמאלי, 7126, 5207, 0.5700542736184577
התגבר, 6550, 5293, 0.57000684110207
הזדיין, 9411, 4801, 0.5699076399846837
צפוי, 6099, 5032, 0.569682458103582
יצירה, 7528, 4975, 0.5695667160969415
התפוצץ, 7039, 5077, 0.5695461439256455
הסבר, 6693, 5213, 0.5695190428144743
הריון, 12245, 5266, 0.5694844673946824
הוכרח, 9337, 5464, 0.5694566200126874
שקרן, 6830, 4995, 0.5693830302060766
יתר, 6137, 5076, 0.5693283143612193
חולצה, 7763, 5268, 0.5693120057435669
בוס, 12253, 5150, 0.5692863143598178
יקיר, 8121, 5005, 0.5692394152072615
מגע, 6883, 5127, 0.569223856079317
צבאי, 9468, 5054, 0.5692198233012751
עוש, 6073, 5069, 0.5691908073527481
לעצמך, 5612, 4977, 0.5691455615585652
בשל, 6390, 4958, 0.5691283491613794
דופק, 7264, 5028, 0.5691161484697691
חצר, 7997, 5185, 0.5689062570194645
חוקר, 7825, 5081, 0.5688545947378234
השלים, 6147, 5109, 0.5688082962572281
בקרב, 7294, 5089, 0.5688006912864805
רושם, 6174, 4890, 0.5687953740664172
אומה, 7776, 5018, 0.5687784329310279
הערכה, 6853, 4969, 0.5687686331942716
הוכחה, 6892, 5034, 0.5687542721328552
פתרון, 6849, 5016, 0.5687389922369059
טעים, 6861, 5214, 0.5686506545169291
נעדר, 9094, 5466, 0.5686106632434899
מביך, 6426, 5083, 0.5686031285329689
פול, 16544, 5004, 0.5685641224759235
עזרתך, 6613, 5454, 0.5685567505338514
כנסייה, 12393, 5072, 0.5685245458730169
לראשונה, 5773, 4876, 0.5685099096763122
ריח, 7041, 5237, 0.5684783423070496
ברכה, 6870, 5048, 0.5684656096820274
משמרת, 8024, 5305, 0.5683548775948363
הסדר, 6546, 4866, 0.5683163894943162
סוחר, 9238, 4967, 0.5682815466705844
הובן, 6479, 5096, 0.5682358183691776
הורס, 5969, 5034, 0.5682130705737645
חתון, 7455, 5001, 0.5681702120763326
ליל, 9455, 5136, 0.5681457363172212
עסוק, 5907, 5012, 0.5680520501662547
ספינה, 24790, 5607, 0.5680444311742843
קיבלתי, 8832, 5238, 0.5679592836690188
סיור, 8452, 5040, 0.5679457361611957
בוגר, 6530, 4999, 0.5679088418858638
הגוחך, 5793, 4915, 0.5678784983321259
סי, 11571, 4961, 0.5678564834691076
גברתי, 9485, 5038, 0.5678361110528048
מיס, 15851, 4864, 0.5676860046263787
גורם, 6398, 4872, 0.5676421967717138
אוסף, 6034, 4941, 0.5674094182002632
פורסם, 6098, 4644, 0.5673235542680248
מדויק, 6126, 4914, 0.5672925268361548
עבה, 6265, 4997, 0.5671987905426807
התעקש, 5668, 4771, 0.5671409578247244
הטורף, 6448, 5002, 0.5671356185702033
שיכור, 6704, 4780, 0.5671095660795968
מרכזי, 6700, 4764, 0.5670708323579836
מתקן, 9387, 5279, 0.567064846130044
נשבר, 5987, 4845, 0.5670128276066788
רוסי, 12795, 4900, 0.5669647433776743
רביעי, 6921, 4753, 0.5669371993749146
ניצל, 5948, 4991, 0.5669145414719772
תאהב, 5889, 4862, 0.5669118097466874
תועלת, 6313, 5015, 0.566888295784911
עיקרון, 6025, 4648, 0.5668477217942239
היכנס, 6487, 4849, 0.5667394650417593
שעשיתי, 5714, 4989, 0.5667365430300595
הטפל, 5832, 4874, 0.5667340770191822
הקים, 5959, 4793, 0.5666607522656193
זורק, 5956, 4819, 0.5666604600281346
התפלל, 7560, 4763, 0.5666520958354766
מכדי, 5921, 4928, 0.5666384208626567
תאריך, 6895, 4793, 0.5666114887597538
השתין, 7130, 4869, 0.5665925859709018
החוף, 8407, 4870, 0.5665405989674801
מדע, 8668, 5062, 0.5665115308783804
היווה, 6314, 4852, 0.5664769853296598
סדרה, 7564, 5100, 0.5664650164698461
שהה, 5950, 4813, 0.5664517028498217
יחידי, 7121, 5023, 0.5664262902971637
שלישית, 6117, 4770, 0.5664172944929899
ישיר, 5940, 4724, 0.5664099934733267
קוד, 8627, 5017, 0.5662564652257257
שחזר, 6100, 5111, 0.5662351822141334
דו, 9461, 4841, 0.5662282460096084
קשור, 5756, 4896, 0.5662122283469248
אמרתי, 5400, 4682, 0.5661761221003297
בתא, 6629, 4885, 0.5661717681722332
שהרג, 7033, 5222, 0.5661323031255908
הס, 8762, 4866, 0.5660930200265029
נשום, 6453, 4780, 0.566074647766295
מודע, 6071, 4736, 0.566039294321982
ביתי, 6168, 4807, 0.5660240404021684
זיהוי, 7976, 5033, 0.5658188658763048
רחמים, 6742, 4876, 0.5657928783161443
שאלך, 5951, 5059, 0.5657863820676204
חמישי, 7035, 4663, 0.5657823506757249
אדאג, 5706, 4809, 0.5656727694886392
נועד, 6177, 4929, 0.5656457534836421
דחף, 6017, 4696, 0.565573688280261
התח, 6205, 4588, 0.5655446434934939
ארצה, 6382, 4903, 0.5654786277181802
רודף, 6174, 4876, 0.5653391658079743
בטוחה, 5879, 5042, 0.5652849938493378
שתרץ, 5421, 4762, 0.5652555864043307
תל, 7504, 4789, 0.5652468744690207
זיין, 10971, 4465, 0.5652257438107686
נא, 7617, 4688, 0.5652225004196009
כיסה, 5662, 4811, 0.5651797114790511
ואבא, 6422, 4819, 0.5651056917365205
האט, 9232, 4927, 0.5651044751314558
כיסוי, 6735, 4815, 0.5650341518893275
ודאות, 6022, 4835, 0.5649858417402525
נזכר, 6110, 4920, 0.5649466699818745
נדרש, 5973, 4829, 0.5649162434430642
ארגון, 8117, 4673, 0.5648790721515282
ציד, 7733, 4916, 0.5648317991123022
מרגישה, 6160, 4981, 0.5648207429376173
תעשה, 5598, 4639, 0.5648053173244211
צוין, 7882, 4709, 0.5647843396776886
